Male,-0.179290,291.590147,-0.643122,0.002185,0.001372,0.774220,10029.733512,44246.376320,0.014979,14.290323,0.473690,0.069859,2.809985,1020705.333333,0.045732,no
Male,-0.179290,291.590147,-0.643122,0.002273,0.002020,0.784475,5814.141568,67453.277290,0.022927,65.628121,0.511532,0.033026,1.725320,65267.993430,0.193264,no
Male,-0.179290,291.590147,-0.643122,0.002382,0.002024,0.778311,10816.414228,42927.531079,0.019827,12.609195,0.494965,0.073108,2.680455,1198825.402299,0.046531,no
Male,-0.179290,291.590147,-0.643122,0.002600,0.003467,0.789303,7132.517831,65236.063329,0.034915,30.741573,0.484567,0.035880,1.707436,371112.733146,0.207649,no
Male,-0.172282,311.379531,-0.689895,0.003693,0.002250,0.709525,5055.953140,23730.959091,0.021023,15.420000,0.546869,0.069220,2.428759,197733.810000,0.077587,no
Male,-0.172282,311.379531,-0.689895,0.003760,0.003710,0.717920,2887.347787,34811.298205,0.031403,39.285149,0.513865,0.032733,1.573310,18711.615842,0.320886,no
Male,-0.172282,311.379531,-0.689895,0.004126,0.002708,0.711773,5581.386257,24419.311945,0.023817,9.260870,0.476620,0.070203,2.214883,323784.260870,0.078435,no
Male,-0.172282,311.379531,-0.689895,0.004364,0.005516,0.719718,3640.614437,33843.567947,0.044169,23.176678,0.495623,0.035076,1.582764,67555.862191,0.343327,no
Male,-0.099952,293.718646,-0.607824,0.001701,0.001553,0.704806,10369.403027,49588.460970,0.016907,27.279330,0.591501,0.070095,2.461081,447788.860335,0.035773,no
Male,-0.099952,293.718646,-0.607824,0.001743,0.002970,0.715072,5945.077030,72188.251003,0.028528,76.877211,0.543307,0.033083,1.577631,44476.134235,0.148424,no
Male,0.447221,530.882419,-0.916016,0.017844,0.003417,0.840997,1483.535912,6513.448918,0.024443,4.083333,0.521255,0.070043,2.579361,94477.791667,0.374204,no
Male,0.447221,530.882419,-0.916016,0.019580,0.006144,0.852416,858.711923,9878.326398,0.035775,9.815534,0.483437,0.033092,1.669892,26086.436893,1.666071,no
Male,0.447221,530.882419,-0.916016,0.017834,0.002518,0.835804,1645.208479,5929.418657,0.015943,2.900000,0.282658,0.056220,2.887497,60682.900000,0.410956,no
Male,0.447221,530.882419,-0.916016,0.020500,0.002855,0.847510,1041.363122,9405.419850,0.020635,7.485714,0.337971,0.025549,1.776191,24934.557143,1.929129,no
Male,0.426052,523.691291,-0.806329,0.025745,0.004534,0.780432,865.321930,4101.614477,0.029613,3.200000,0.465404,0.069727,2.178153,34782.900000,0.541970,no
Male,0.426052,523.691291,-0.806329,0.026957,0.008964,0.788409,491.516479,6007.849349,0.044737,8.191489,0.515303,0.032929,1.495097,7919.723404,2.294377,no
Male,0.426052,523.691291,-0.806329,0.026551,0.003504,0.764611,977.816764,3960.039989,0.021497,2.375000,0.319033,0.057863,2.269718,26019.625000,0.566990,no
Male,0.426052,523.691291,-0.806329,0.028366,0.004124,0.777984,602.280727,5715.607992,0.026300,6.032258,0.438308,0.026324,1.590287,8517.967742,2.544160,no
Male,0.413354,514.091526,-0.852889,0.016924,0.003390,0.833631,1481.780046,6622.103111,0.023023,5.812500,0.385249,0.069617,2.552123,66269.968750,0.355525,no
Male,0.413354,514.091526,-0.852889,0.017781,0.004597,0.841263,865.496667,10164.456265,0.031726,10.051724,0.431426,0.032875,1.624227,23497.758621,1.514628,no
Female,-0.822462,429.927665,0.069132,0.008367,0.003437,0.642065,2205.140031,11226.553254,0.022678,8.538462,0.487155,0.076694,2.150945,81179.384615,0.174844,no
Female,-0.822462,429.927665,0.069132,0.008550,0.004514,0.654362,1243.474475,15687.699056,0.031647,19.761506,0.566732,0.036487,1.496684,16912.845188,0.726111,no
Female,-0.822462,429.927665,0.069132,0.010056,0.003733,0.678809,2474.867939,9330.039020,0.029204,10.423077,0.511706,0.087771,2.756426,164312.750000,0.210769,no
Female,-0.822462,429.927665,0.069132,0.010586,0.004899,0.692849,1604.497342,14189.753532,0.047988,18.134146,0.466272,0.041503,1.667458,81220.585366,0.903955,no
Female,-0.648507,472.831631,-0.369075,0.011896,0.004331,0.571925,1339.804463,7122.366171,0.025722,7.372093,0.471437,0.077557,1.968823,28614.325581,0.249707,no
Female,-0.648507,472.831631,-0.369075,0.011989,0.004513,0.579528,745.193127,9523.549197,0.031285,13.500000,0.523605,0.036840,1.431108,6075.916667,1.019270,no
Female,-0.648507,472.831631,-0.369075,0.014191,0.004441,0.609811,1454.028682,6507.890949,0.031374,6.666667,0.427445,0.086059,2.204478,66481.305556,0.284733,no
Female,-0.648507,472.831631,-0.369075,0.015147,0.006183,0.619123,892.505828,9117.695993,0.051081,11.824427,0.497622,0.041315,1.512009,26470.770992,1.209263,no
Female,-0.918328,373.716270,0.249497,0.007391,0.003551,0.603190,2217.511645,11494.159656,0.024866,10.718750,0.516437,0.075825,2.055673,62479.953125,0.156119,no
Female,-0.918328,373.716270,0.249497,0.007409,0.004637,0.611859,1251.292845,15915.521936,0.033866,21.279570,0.598397,0.035973,1.444522,10629.741935,0.635516,no
Female,-0.000197,227.987733,-0.092538,0.001557,0.002223,0.520759,8965.644931,48146.403723,0.020390,36.867704,0.595810,0.073686,1.952979,241775.167315,0.032681,no
Female,-0.000197,227.987733,-0.092538,0.001567,0.003633,0.529985,5009.810469,64622.414153,0.031213,76.319964,0.565947,0.034926,1.418281,20160.908842,0.133591,no
Female,-0.000197,227.987733,-0.092538,0.001941,0.003117,0.523538,10406.962570,44464.461732,0.024581,28.891892,0.509821,0.072123,2.048936,363832.070270,0.034753,no
Female,-0.000197,227.987733,-0.092538,0.001978,0.006145,0.531628,6359.700965,61734.787887,0.042221,51.785615,0.531781,0.033736,1.455516,63589.225450,0.145981,no
